xcoord,ycoord
40.07,-95.5
40.97,-98.3
40.60,-98.4
40.33,-101.3
40.53,-101.6
40.73,-99.0
40.85,-96.7
40.22,-100.5
42.05,-101.0
41.98,-97.4
41.37,-96.0
41.13,-100.6
42.47,-98.68
41.12,-95.9
41.30,-95.9
41.62,-98.9
41.87,-103.6
41.10,-102.9
42.87,-100.5
39.83,-117.1
39.50,-117.0
40.62,-116.8
37.62,-114.5
40.83,-115.7
39.28,-114.8
39.50,-115.9
39.42,-118.7
38.55,-118.6
36.53,-115.5
36.57,-115.6
36.08,-115.1
40.10,-118.9
36.62,-116.0
36.23,-115.0
42.58,-116.1
39.50,-119.7
38.07,-117.0
41.33,-116.2
40.90,-117.8
37.58,-116.0
44.58,-71.1
43.20,-71.5
42.80,-72.0
42.90,-72.2
43.57,-71.4
43.63,-72.3
42.93,-71.4
44.27,-71.3
42.78,-71.5
43.08,-70.8
44.00,-71.3
39.45,-74.5
40.28,-74.2
40.87,-74.2
40.03,-74.3
40.02,-74.6
39.37,-75.0
40.80,-74.4
40.70,-74.1
40.85,-74.0
40.28,-74.8
35.05,-106.6
34.38,-103.3
32.33,-104.2
36.45,-103.1
34.10,-105.6
36.02,-106.9
32.25,-107.7
36.75,-108.2
35.52,-108.7
35.17,-107.9
32.68,-103.2
32.85,-106.1
32.30,-106.7
35.65,-105.1
35.88,-106.2
34.98,-106.0
32.90,-106.4
36.74,-104.5
33.30,-104.5
35.62,-106.0
32.63,-108.1
34.07,-106.9
36.42,-105.5
33.23,-107.2
35.18,-103.6
32.63,-106.4
42.75,-73.8
40.75,-74.3
42.22,-75.9
42.93,-78.7
42.97,-78.2
42.17,-76.9
40.73,-73.4
44.05,-75.7
43.35,-73.6
43.23,-75.4
40.78,-73.1
42.48,-76.4
42.15,-79.2
44.93,-74.8
41.70,-74.8
40.77,-73.9
40.65,-73.7
40.77,-73.9
41.50,-74.1
43.10,-78.9
44.68,-75.4
42.87,-75.1
44.65,-73.4
41.63,-73.8
43.12,-77.6
43.12,-77.6
44.38,-74.2
42.85,-73.9
43.12,-76.1
43.15,-75.3
44.00,-76.0
40.85,-72.6
41.07,-73.7
35.43,-82.5
35.27,-75.5
35.22,-80.9
34.90,-76.8
36.13,-76.5
35.25,-75.5
36.27,-76.1
35.00,-78.8
35.13,-78.9
36.08,-79.9
35.75,-81.3
35.90,-82.8
34.82,-77.6
35.32,-77.6
35.03,-79.5
35.92,-75.6
35.08,-77.0
34.70,-77.4
35.17,-79.0
35.87,-78.7
35.85,-77.8
35.33,-77.9
35.24,-79.3
34.27,-77.9
36.13,-80.2
46.77,-100.7
48.12,-98.90
48.10,-98.87
46.78,-102.8
46.90,-96.8
47.95,-97.1
47.97,-97.4
46.92,-98.6
46.10,-97.1
48.42,-101.3
48.27,-101.2
47.75,-101.8
48.18,-103.6
39.21,-82.2
40.92,-81.4
39.05,-84.6
39.10,-84.4
41.52,-81.6
41.57,-81.4
41.42,-81.8
40.00,-82.8
40.08,-83.0
39.90,-84.2
41.02,-83.6
40.82,-82.5
39.82,-82.9
41.60,-83.8
41.63,-81.4
39.83,-84.0
41.27,-80.6
39.95,-81.9
34.67,-99.2
34.30,-97.0
36.75,-96.0
35.35,-99.2
36.38,-97.8
34.65,-98.4
36.30,-99.7
35.00,-99.0
34.57,-98.4
34.88,-95.7
35.23,-97.4
35.40,-97.6
35.53,-97.6
34.68,-94.6
36.73,-97.1
36.16,-97.0
35.42,-97.3
36.20,-95.9
36.33,-97.9
46.15,-123.8
45.25,-122.7
44.83,-117.8
42.08,-124.4
43.60,-118.9
43.38,-124.9
45.68,-121.8
44.50,-123.2
44.12,-123.2
45.53,-122.9
42.15,-121.7
45.28,-118.0
42.18,-120.3
45.50,-118.4
42.37,-122.8
44.63,-124.0
43.42,-124.2
44.02,-117.0
45.68,-118.8
45.60,-122.6
44.27,-121.1
43.23,-123.3
44.92,-123.0
42.62,-123.3
45.62,-121.1
45.55,-122.4
40.65,-75.4
40.30,-78.3
40.75,-80.3
40.27,-79.0
41.80,-78.6
41.18,-78.9
42.08,-80.1
41.38,-79.8
40.22,-76.8
40.37,-77.4
40.32,-78.8
40.13,-76.3
40.28,-79.4
40.20,-76.7
40.43,-76.5
40.08,-75.0
39.88,-75.2
41.47,-78.1
40.35,-79.9
40.50,-80.2
40.38,-75.9
39.73,-77.4
40.85,-77.8
41.33,-75.7
41.25,-76.9
40.20,-75.1
41.17,-71.5
41.60,-71.4
41.73,-71.4
41.36,-71.2
34.50,-82.7
32.48,-80.7
32.90,-80.0
33.95,-81.1
34.18,-79.7
34.85,-82.3
34.90,-82.2
33.92,-80.8
33.68,-78.9
33.82,-78.7
33.97,-80.4
34.92,-81.9
45.45,-98.4
44.30,-96.8
43.80,-99.3
43.75,-99.3
43.77,-103.6
44.15,-103.1
44.38,-98.2
45.93,-102.1
43.77,-98.0
45.53,-100.4
44.05,-101.6
44.05,-101.6
44.38,-100.2
44.05,-103.0
45.16,-103.3
43.58,-96.7
44.92,-97.1
42.92,-97.3
36.48,-82.4
35.03,-85.2
36.62,-87.4
35.95,-85.0
36.02,-89.4
35.60,-88.9
35.82,-83.9
35.05,-90.0
35.35,-89.8
35.15,-85.5
36.12,-86.6
36.00,-86.5
32.42,-99.6
27.73,-98.0
35.23,-101.7
30.30,-97.7
30.20,-97.6
32.39,-101.4
32.30,-101.4
25.90,-97.4
31.79,-98.9
32.78,-97.4
28.37,-97.6
34.43,-100.2
30.58,-96.3
27.77,-97.5
27.70,-97.2
28.45,-99.2
30.07,-95.55
36.02,-102.5
32.73,-96.9
32.97,-96.8
32.90,-97.0
32.85,-96.8
32.68,-96.8
29.37,-100.9
32.43,-99.8
31.80,-106.4
29.62,-95.1
32.82,-97.3
31.15,-97.7
29.27,-94.8
31.07,-97.8
33.07,-96.0
31.83,-104.8
26.23,-97.6
29.35,-99.1
29.97,-95.3
29.65,-95.2
30.50,-99.7
29.38,-98.5
29.98,-99.0
31.08,-97.6
27.50,-97.8
27.53,-99.4
29.37,-100.7
32.38,-94.7
33.65,-101.8
31.23,-94.7
30.37,-104.0
26.18,-98.2
31.95,-102.1
32.78,-98.0
28.72,-96.2
33.63,-95.4
34.17,-101.7
30.58,-94.0
29.53,-98.2
33.60,-102.0
28.08,-97.0
31.37,-100.5
29.53,-98.4
29.33,-98.4
30.17,-102.4
33.72,-96.6
28.03,-95.8
32.22,-98.1
31.15,-97.4
32.37,-95.4
28.85,-96.9
31.62,-97.2
33.98,-98.5
31.78,-103.2
38.03,-109.7
37.50,-110.7
37.70,-113.1
39.33,-112.5
40.20,-112.9
41.05,-113.0
39.00,-110.1
38.37,-110.7
41.12,-111.9
41.78,-111.8
38.72,-113.0
38.77,-109.7
41.18,-112.0
39.62,-110.7
40.22,-111.7
40.50,-110.6
37.08,-113.6
40.78,-111.9
40.17,-112.2
40.45,-109.5
41.22,-114.0
44.47,-73.1
44.20,-72.5
45.55,-72.3
43.53,-73.9
44.42,-72.0
42.88,-72.8
38.13,-78.4
37.50,-76.2
36.57,-79.3
38.72,-77.1
37.13,-76.6
37.95,-79.8
37.08,-76.3
37.33,-79.2
37.13,-76.5
36.93,-76.2
36.90,-76.2
36.82,-76.0
38.50,-77.3
37.50,-77.3
37.32,-79.9
38.27,-78.8
36.95,-78.9
37.85,-75.4
48.80,-122.5
47.48,-122.7
48.50,-122.3
48.88,-118.4
47.32,-119.5
47.92,-122.2
47.62,-117.6
47.08,-122.5
46.57,-119.6
46.97,-123.9
47.15,-122.4
47.20,-119.3
48.25,-122.6
46.97,-122.9
48.42,-119.5
46.27,-119.1
48.12,-123.5
48.22,-123.6
46.75,-117.1
47.95,-124.5
47.50,-122.2
47.45,-122.3
47.53,-122.3
47.25,-123.1
47.63,-117.5
47.67,-117.3
47.28,-121.3
47.27,-122.5
46.48,-122.8
46.10,-118.2
47.40,-120.2
48.35,-122.6
46.57,-120.5
37.78,-81.1
37.30,-81.2
38.37,-81.6
39.28,-80.2
38.88,-79.8
38.37,-82.5
37.87,-80.4
39.40,-77.9
39.65,-79.9
39.35,-81.4
40.18,-80.6
37.46,-80.2
44.25,-88.5
44.87,-91.4
44.48,-88.1
42.62,-89.0
43.87,-91.2
43.20,-90.1
43.13,-89.3
44.13,-87.6
42.95,-87.9
43.12,-88.0
44.78,-89.6
44.22,-88.5
44.00,-88.5
45.63,-89.4
45.48,-91.7
43.93,-90.2
44.92,-89.6
42.57,-110.1
42.92,-106.4
41.15,-104.8
44.52,-109.0
42.75,-105.3
41.33,-111.0
44.35,-105.5
43.60,-110.7
42.82,-108.7
41.32,-105.6
44.35,-104.8
41.80,-107.2
43.05,-108.4
41.60,-109.0
44.77,-106.9
43.97,-107.9
44.55,-110.4
